encabezado_evt_hist
ciclo,nodo,evento,desde,probabilidad,patch_lv,infectados_total,intencion,escenario
0,fw1,PARCHEO,-,-,22,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,18,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,15,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,18,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,28,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,28,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,32,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,25,1,patch,E1 - Real 2017
1,fw1,Infeccion_Exitosa,internet,0.2478,32,2,spread,E1 - Real 2017
1,fw1,Infeccion_Exitosa,internet,0.2562,28,2,spread,E1 - Real 2017
1,fw1,Infeccion_Exitosa,internet,0.2625,25,2,spread,E1 - Real 2017
2,sw1,PARCHEO,-,-,18,2,patch,E1 - Real 2017
2,fw1,PARCHEO,-,-,38,1,patch,E1 - Real 2017
2,sw1,PARCHEO,-,-,23,2,patch,E1 - Real 2017
2,sw1,PARCHEO,-,-,18,2,patch,E1 - Real 2017
2,sw1,Infeccion_Exitosa,fw1,0.308,18,3,spread,E1 - Real 2017
2,sw1,Infeccion_Exitosa,fw1,0.308,18,3,spread,E1 - Real 2017
3,sw1,Aislamiento_Contencion,Global,0.0,18,3,isolated,E1 - Real 2017
3,sw1,PARCHEO,-,-,33,2,patch,E1 - Real 2017
3,fw1,PARCHEO,-,-,48,1,patch,E1 - Real 2017
3,fw1,Aislamiento_Contencion,Global,0.0,28,3,isolated,E1 - Real 2017
4,fw1,PARCHEO,-,-,58,1,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,43,2,patch,E1 - Real 2017
5,sw1,PARCHEO,-,-,53,2,patch,E1 - Real 2017
10,fw1,Infeccion_Exitosa,internet,0.19319999999999998,58,2,spread,E1 - Real 2017
11,sw1,PARCHEO,-,-,17,2,patch,E1 - Real 2017
12,sw1,PARCHEO,-,-,27,2,patch,E1 - Real 2017
10,S1PC1,Infeccion_Exitosa,sw1,0.35,14,4,spread,E1 - Real 2017
13,sw1,PARCHEO,-,-,37,2,patch,E1 - Real 2017
14,sw1,Infeccion_Exitosa,fw1,0.22633333333333333,53,3,spread,E1 - Real 2017
14,sw1,PARCHEO,-,-,47,2,patch,E1 - Real 2017
15,sw1,PARCHEO,-,-,57,2,patch,E1 - Real 2017
16,S1PC2,Infeccion_Exitosa,S1PC1,0.35,10,5,spread,E1 - Real 2017
19,S1PC1,Infeccion_Exitosa,sw1,0.35,13,4,spread,E1 - Real 2017
17,S1PC1,Aislamiento_Contencion,Global,0.0,14,5,isolated,E1 - Real 2017
17,S1PC2,Aislamiento_Contencion,Global,0.0,10,5,isolated,E1 - Real 2017
17,sw1,Aislamiento_Contencion,Global,0.0,18,5,isolated,E1 - Real 2017
17,fw1,Aislamiento_Contencion,Global,0.0,32,5,isolated,E1 - Real 2017
20,S2PC1,Infeccion_Exitosa,sw1,0.35,10,5,spread,E1 - Real 2017
21,sw1,Infeccion_Exitosa,fw1,0.217,57,3,spread,E1 - Real 2017
21,S2PC2,Infeccion_Exitosa,S2PC1,0.35,12,6,spread,E1 - Real 2017
23,S2PC1,Infeccion_Exitosa,sw1,0.35,12,4,spread,E1 - Real 2017
23,S2PC3,Infeccion_Exitosa,S2PC2,0.35,13,7,spread,E1 - Real 2017
24,S1PC2,Infeccion_Exitosa,S1PC1,0.35,5,8,spread,E1 - Real 2017
25,S1PC3,Infeccion_Exitosa,S1PC2,0.35,14,9,spread,E1 - Real 2017
26,S1PC1,Aislamiento_Contencion,Global,0.0,13,9,isolated,E1 - Real 2017
26,S1PC2,Aislamiento_Contencion,Global,0.0,5,9,isolated,E1 - Real 2017
26,S1PC3,Aislamiento_Contencion,Global,0.0,14,9,isolated,E1 - Real 2017
26,sw1,Aislamiento_Contencion,Global,0.0,53,9,isolated,E1 - Real 2017
26,fw1,Aislamiento_Contencion,Global,0.0,25,9,isolated,E1 - Real 2017
26,S2PC1,Aislamiento_Contencion,Global,0.0,10,9,isolated,E1 - Real 2017
26,S2PC2,Aislamiento_Contencion,Global,0.0,12,9,isolated,E1 - Real 2017
26,S2PC3,Aislamiento_Contencion,Global,0.0,13,9,isolated,E1 - Real 2017
31,S1PC1,Infeccion_Exitosa,sw1,0.35,6,5,spread,E1 - Real 2017
33,S2PC2,Infeccion_Exitosa,S2PC1,0.35,7,6,spread,E1 - Real 2017
33,S2PC3,Infeccion_Exitosa,S2PC2,0.35,14,7,spread,E1 - Real 2017
34,sw1,AISLADO,-,-,57,7,isolated,E1 - Real 2017
35,S1PC1,Aislamiento_Contencion,Global,0.0,6,7,isolated,E1 - Real 2017
35,sw1,Aislamiento_Contencion,Global,0.0,57,7,isolated,E1 - Real 2017
35,fw1,Aislamiento_Contencion,Global,0.0,58,7,isolated,E1 - Real 2017
35,S2PC1,Aislamiento_Contencion,Global,0.0,12,7,isolated,E1 - Real 2017
35,S2PC2,Aislamiento_Contencion,Global,0.0,7,7,isolated,E1 - Real 2017
35,S2PC3,Aislamiento_Contencion,Global,0.0,14,7,isolated,E1 - Real 2017
0,fw1,PARCHEO,-,-,17,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,24,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,19,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,22,1,patch,E1 - Real 2017
0,fw1,Infeccion_Exitosa,internet,0.2646,24,2,spread,E1 - Real 2017
1,fw1,PARCHEO,-,-,32,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,29,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,27,1,patch,E1 - Real 2017
1,sw1,PARCHEO,-,-,17,2,patch,E1 - Real 2017
1,fw1,Infeccion_Exitosa,internet,0.25830000000000003,27,2,spread,E1 - Real 2017
2,fw1,PARCHEO,-,-,42,1,patch,E1 - Real 2017
2,fw1,PARCHEO,-,-,39,1,patch,E1 - Real 2017
2,sw1,PARCHEO,-,-,27,2,patch,E1 - Real 2017
2,sw1,PARCHEO,-,-,23,2,patch,E1 - Real 2017
2,fw1,Infeccion_Exitosa,internet,0.2268,42,2,spread,E1 - Real 2017
2,fw1,Infeccion_Exitosa,internet,0.2331,39,2,spread,E1 - Real 2017
3,sw1,PARCHEO,-,-,15,2,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,33,2,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,37,2,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,20,2,patch,E1 - Real 2017
3,sw1,Infeccion_Exitosa,fw1,0.30333333333333334,20,3,spread,E1 - Real 2017
3,sw1,Infeccion_Exitosa,fw1,0.27299999999999996,33,3,spread,E1 - Real 2017
4,sw1,PARCHEO,-,-,25,2,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,47,2,patch,E1 - Real 2017
4,sw1,Infeccion_Exitosa,fw1,0.24033333333333332,47,3,spread,E1 - Real 2017
5,sw1,PARCHEO,-,-,35,2,patch,E1 - Real 2017
6,sw1,PARCHEO,-,-,45,2,patch,E1 - Real 2017
6,S2PC1,Infeccion_Exitosa,sw1,0.35,7,4,spread,E1 - Real 2017
7,sw1,Aislamiento_Contencion,Global,0.0,33,4,isolated,E1 - Real 2017
7,sw1,PARCHEO,-,-,55,2,patch,E1 - Real 2017
7,fw1,Aislamiento_Contencion,Global,0.0,27,4,isolated,E1 - Real 2017
7,S2PC1,Aislamiento_Contencion,Global,0.0,7,4,isolated,E1 - Real 2017
8,S2PC1,Infeccion_Exitosa,sw1,0.35,11,4,spread,E1 - Real 2017
8,S2PC2,Infeccion_Exitosa,S2PC1,0.35,5,5,spread,E1 - Real 2017
10,S2PC3,Infeccion_Exitosa,S2PC2,0.35,6,6,spread,E1 - Real 2017
10,S2PC4,Infeccion_Exitosa,S2PC3,0.35,9,7,spread,E1 - Real 2017
11,S1PC1,Infeccion_Exitosa,sw1,0.35,7,4,spread,E1 - Real 2017
11,S1PC1,Infeccion_Exitosa,sw1,0.35,14,8,spread,E1 - Real 2017
11,sw1,Infeccion_Exitosa,fw1,0.22166666666666665,55,3,spread,E1 - Real 2017
12,S1PC2,Infeccion_Exitosa,S1PC1,0.35,12,9,spread,E1 - Real 2017
12,S1PC3,Infeccion_Exitosa,S1PC2,0.35,12,10,spread,E1 - Real 2017
13,S1PC4,Infeccion_Exitosa,S1PC3,0.35,14,11,spread,E1 - Real 2017
13,S2PC5,Infeccion_Exitosa,S2PC4,0.35,9,12,spread,E1 - Real 2017
14,S2PC1,Infeccion_Exitosa,sw1,0.35,15,4,spread,E1 - Real 2017
15,S1PC1,Infeccion_Exitosa,sw1,0.35,13,5,spread,E1 - Real 2017
15,S2PC2,Infeccion_Exitosa,S2PC1,0.35,5,6,spread,E1 - Real 2017
15,S2PC3,Infeccion_Exitosa,S2PC2,0.35,8,7,spread,E1 - Real 2017
16,S1PC1,Aislamiento_Contencion,Global,0.0,14,12,isolated,E1 - Real 2017
16,S1PC2,Aislamiento_Contencion,Global,0.0,12,12,isolated,E1 - Real 2017
16,S1PC3,Aislamiento_Contencion,Global,0.0,12,12,isolated,E1 - Real 2017
16,S1PC4,Aislamiento_Contencion,Global,0.0,14,12,isolated,E1 - Real 2017
16,sw1,Aislamiento_Contencion,Global,0.0,20,12,isolated,E1 - Real 2017
16,fw1,Aislamiento_Contencion,Global,0.0,42,12,isolated,E1 - Real 2017
16,S2PC1,Aislamiento_Contencion,Global,0.0,11,12,isolated,E1 - Real 2017
16,S2PC2,Aislamiento_Contencion,Global,0.0,5,12,isolated,E1 - Real 2017
16,S2PC3,Aislamiento_Contencion,Global,0.0,6,12,isolated,E1 - Real 2017
16,S2PC4,Aislamiento_Contencion,Global,0.0,9,12,isolated,E1 - Real 2017
16,S2PC5,Aislamiento_Contencion,Global,0.0,9,12,isolated,E1 - Real 2017
17,S1PC2,Infeccion_Exitosa,S1PC1,0.35,15,8,spread,E1 - Real 2017
18,S2PC4,Infeccion_Exitosa,S2PC3,0.35,12,9,spread,E1 - Real 2017
18,S2PC5,Infeccion_Exitosa,S2PC4,0.35,9,10,spread,E1 - Real 2017
19,sw1,AISLADO,-,-,55,10,isolated,E1 - Real 2017
21,S1PC2,Infeccion_Exitosa,S1PC1,0.35,7,5,spread,E1 - Real 2017
21,S2PC6,Infeccion_Exitosa,S2PC5,0.35,7,11,spread,E1 - Real 2017
22,S1PC3,Infeccion_Exitosa,S1PC2,0.35,9,6,spread,E1 - Real 2017
24,S2PC7,Infeccion_Exitosa,S2PC6,0.35,15,12,spread,E1 - Real 2017
25,S2PC1,Infeccion_Exitosa,sw1,0.35,7,7,spread,E1 - Real 2017
27,S2PC8,Infeccion_Exitosa,S2PC7,0.35,12,13,spread,E1 - Real 2017
28,S2PC9,Infeccion_Exitosa,S2PC8,0.35,9,14,spread,E1 - Real 2017
29,S2PC2,Infeccion_Exitosa,S2PC1,0.35,11,8,spread,E1 - Real 2017
29,S2PC30,Infeccion_Exitosa,S2PC9,0.35,8,15,spread,E1 - Real 2017
31,S2PC3,Infeccion_Exitosa,S2PC2,0.35,14,9,spread,E1 - Real 2017
32,sw1,AISLADO,-,-,47,9,isolated,E1 - Real 2017
32,S2PC11,Infeccion_Exitosa,S2PC30,0.35,12,16,spread,E1 - Real 2017
33,S2PC4,Infeccion_Exitosa,S2PC3,0.35,6,10,spread,E1 - Real 2017
33,S2PC12,Infeccion_Exitosa,S2PC11,0.35,9,17,spread,E1 - Real 2017
33,S2PC33,Infeccion_Exitosa,S2PC12,0.35,15,18,spread,E1 - Real 2017
36,S2PC5,Infeccion_Exitosa,S2PC4,0.35,6,11,spread,E1 - Real 2017
36,S2PC14,Infeccion_Exitosa,S2PC33,0.35,6,19,spread,E1 - Real 2017
39,S2PC35,Infeccion_Exitosa,S2PC14,0.35,6,20,spread,E1 - Real 2017
41,S1PC3,Infeccion_Exitosa,S1PC2,0.35,5,21,spread,E1 - Real 2017
41,S2PC36,Infeccion_Exitosa,S2PC35,0.35,13,22,spread,E1 - Real 2017
46,S2PC6,Infeccion_Exitosa,S2PC5,0.35,7,12,spread,E1 - Real 2017
46,S2PC7,Infeccion_Exitosa,S2PC6,0.35,7,13,spread,E1 - Real 2017
0,fw1,PARCHEO,-,-,22,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,18,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,32,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,28,1,patch,E1 - Real 2017
1,fw1,Infeccion_Exitosa,internet,0.2478,32,2,spread,E1 - Real 2017
2,fw1,Aislamiento_Contencion,Global,0.0,32,2,isolated,E1 - Real 2017
2,fw1,PARCHEO,-,-,38,1,patch,E1 - Real 2017
2,sw1,PARCHEO,-,-,20,2,patch,E1 - Real 2017
52,S1PC4,Infeccion_Exitosa,S1PC3,0.35,14,23,spread,E1 - Real 2017
3,fw1,PARCHEO,-,-,48,1,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,30,2,patch,E1 - Real 2017
4,fw1,PARCHEO,-,-,58,1,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,40,2,patch,E1 - Real 2017
5,sw1,PARCHEO,-,-,50,2,patch,E1 - Real 2017
6,fw1,Infeccion_Exitosa,internet,0.19319999999999998,58,2,spread,E1 - Real 2017
56,S1PC5,Infeccion_Exitosa,S1PC4,0.35,15,24,spread,E1 - Real 2017
7,sw1,PARCHEO,-,-,15,2,patch,E1 - Real 2017
57,S2PC8,Infeccion_Exitosa,S2PC7,0.35,14,14,spread,E1 - Real 2017
57,S1PC6,Infeccion_Exitosa,S1PC5,0.35,15,25,spread,E1 - Real 2017
8,sw1,PARCHEO,-,-,25,2,patch,E1 - Real 2017
9,sw1,PARCHEO,-,-,35,2,patch,E1 - Real 2017
10,sw1,PARCHEO,-,-,45,2,patch,E1 - Real 2017
11,sw1,PARCHEO,-,-,55,2,patch,E1 - Real 2017
63,S2PC9,Infeccion_Exitosa,S2PC8,0.35,9,15,spread,E1 - Real 2017
64,S1PC4,Infeccion_Exitosa,S1PC3,0.35,10,16,spread,E1 - Real 2017
65,S1PC5,Infeccion_Exitosa,S1PC4,0.35,7,17,spread,E1 - Real 2017
68,S1PC6,Infeccion_Exitosa,S1PC5,0.35,6,18,spread,E1 - Real 2017
70,S1PC7,Infeccion_Exitosa,S1PC6,0.35,5,26,spread,E1 - Real 2017
70,S1PC8,Infeccion_Exitosa,S1PC7,0.35,6,27,spread,E1 - Real 2017
21,sw1,Infeccion_Exitosa,fw1,0.22166666666666665,55,3,spread,E1 - Real 2017
72,S2PC30,Infeccion_Exitosa,S2PC9,0.35,8,19,spread,E1 - Real 2017
23,S1PC1,Infeccion_Exitosa,sw1,0.35,7,4,spread,E1 - Real 2017
76,S1PC9,Infeccion_Exitosa,S1PC8,0.35,6,28,spread,E1 - Real 2017
27,S1PC2,Infeccion_Exitosa,S1PC1,0.35,11,5,spread,E1 - Real 2017
78,S1PC7,Infeccion_Exitosa,S1PC6,0.35,6,20,spread,E1 - Real 2017
78,S2PC11,Infeccion_Exitosa,S2PC30,0.35,8,21,spread,E1 - Real 2017
78,S2PC12,Infeccion_Exitosa,S2PC11,0.35,10,22,spread,E1 - Real 2017
30,S1PC3,Infeccion_Exitosa,S1PC2,0.35,10,6,spread,E1 - Real 2017
32,S1PC4,Infeccion_Exitosa,S1PC3,0.35,10,7,spread,E1 - Real 2017
32,S1PC5,Infeccion_Exitosa,S1PC4,0.35,7,8,spread,E1 - Real 2017
82,S1PC8,Infeccion_Exitosa,S1PC7,0.35,9,23,spread,E1 - Real 2017
82,S1PC10,Infeccion_Exitosa,S1PC9,0.35,6,29,spread,E1 - Real 2017
33,S1PC6,Infeccion_Exitosa,S1PC5,0.35,10,9,spread,E1 - Real 2017
33,S1PC7,Infeccion_Exitosa,S1PC6,0.35,7,10,spread,E1 - Real 2017
83,S1PC11,Infeccion_Exitosa,S1PC10,0.35,13,30,spread,E1 - Real 2017
83,S1PC12,Infeccion_Exitosa,S1PC11,0.35,13,31,spread,E1 - Real 2017
83,S1PC13,Infeccion_Exitosa,S1PC12,0.35,9,32,spread,E1 - Real 2017
84,-,ALERTA_CRITICA,-,-,-,32,-,E1 - Real 2017
84,S1PC1,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
84,S1PC2,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
84,S1PC3,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
84,S1PC4,AISLADO_EMERGENCIA,-,-,14,32,isolated,E1 - Real 2017
84,S1PC5,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
84,S1PC6,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
84,S1PC7,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
84,S1PC8,AISLADO_EMERGENCIA,-,-,6,32,isolated,E1 - Real 2017
84,S1PC9,AISLADO_EMERGENCIA,-,-,6,32,isolated,E1 - Real 2017
84,S1PC10,AISLADO_EMERGENCIA,-,-,6,32,isolated,E1 - Real 2017
84,S1PC11,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
84,S1PC12,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
84,S1PC13,AISLADO_EMERGENCIA,-,-,9,32,isolated,E1 - Real 2017
84,S1PC14,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
84,S1PC15,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
84,S1PC16,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
84,S1PC17,AISLADO_EMERGENCIA,-,-,11,32,isolated,E1 - Real 2017
84,sw1,AISLADO_EMERGENCIA,-,-,55,32,isolated,E1 - Real 2017
84,fw1,AISLADO_EMERGENCIA,-,-,39,32,isolated,E1 - Real 2017
84,S1PC18,AISLADO_EMERGENCIA,-,-,14,32,isolated,E1 - Real 2017
84,S1PC19,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
84,S1PC20,AISLADO_EMERGENCIA,-,-,8,32,isolated,E1 - Real 2017
84,S2PC1,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
84,S2PC2,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
84,S2PC3,AISLADO_EMERGENCIA,-,-,8,32,isolated,E1 - Real 2017
84,S2PC4,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
84,S2PC5,AISLADO_EMERGENCIA,-,-,9,32,isolated,E1 - Real 2017
84,S2PC6,AISLADO_EMERGENCIA,-,-,7,32,isolated,E1 - Real 2017
84,S2PC7,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
84,S2PC8,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
84,S2PC9,AISLADO_EMERGENCIA,-,-,9,32,isolated,E1 - Real 2017
84,S2PC30,AISLADO_EMERGENCIA,-,-,8,32,isolated,E1 - Real 2017
84,S2PC11,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
84,S2PC12,AISLADO_EMERGENCIA,-,-,9,32,isolated,E1 - Real 2017
84,S2PC33,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
84,S2PC14,AISLADO_EMERGENCIA,-,-,6,32,isolated,E1 - Real 2017
84,S2PC35,AISLADO_EMERGENCIA,-,-,6,32,isolated,E1 - Real 2017
84,S2PC36,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
35,S1PC8,Infeccion_Exitosa,S1PC7,0.35,10,11,spread,E1 - Real 2017
35,S1PC9,Infeccion_Exitosa,S1PC8,0.35,9,12,spread,E1 - Real 2017
36,S2PC1,Infeccion_Exitosa,sw1,0.35,12,13,spread,E1 - Real 2017
38,S1PC10,Infeccion_Exitosa,S1PC9,0.35,9,14,spread,E1 - Real 2017
39,S2PC2,Infeccion_Exitosa,S2PC1,0.35,8,15,spread,E1 - Real 2017
39,S2PC3,Infeccion_Exitosa,S2PC2,0.35,6,16,spread,E1 - Real 2017
89,S2PC33,Infeccion_Exitosa,S2PC12,0.35,5,24,spread,E1 - Real 2017
91,S1PC9,Infeccion_Exitosa,S1PC8,0.35,10,25,spread,E1 - Real 2017
42,S2PC4,Infeccion_Exitosa,S2PC3,0.35,8,17,spread,E1 - Real 2017
44,S1PC11,Infeccion_Exitosa,S1PC10,0.35,10,18,spread,E1 - Real 2017
95,S2PC14,Infeccion_Exitosa,S2PC33,0.35,9,26,spread,E1 - Real 2017
0,fw1,PARCHEO,-,-,18,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,24,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,23,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,16,1,patch,E1 - Real 2017
0,fw1,Infeccion_Exitosa,internet,0.2646,24,2,spread,E1 - Real 2017
1,fw1,Aislamiento_Contencion,Global,0.0,24,2,isolated,E1 - Real 2017
1,fw1,PARCHEO,-,-,26,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,28,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,33,1,patch,E1 - Real 2017
1,fw1,Infeccion_Exitosa,internet,0.2562,28,2,spread,E1 - Real 2017
1,sw1,PARCHEO,-,-,22,2,patch,E1 - Real 2017
2,fw1,PARCHEO,-,-,43,1,patch,E1 - Real 2017
2,sw1,PARCHEO,-,-,24,2,patch,E1 - Real 2017
2,fw1,PARCHEO,-,-,36,1,patch,E1 - Real 2017
2,fw1,Infeccion_Exitosa,internet,0.2394,36,2,spread,E1 - Real 2017
2,sw1,PARCHEO,-,-,32,2,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,34,2,patch,E1 - Real 2017
3,fw1,PARCHEO,-,-,53,1,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,42,2,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,25,2,patch,E1 - Real 2017
3,sw1,Infeccion_Exitosa,fw1,0.2916666666666667,25,3,spread,E1 - Real 2017
4,sw1,PARCHEO,-,-,52,2,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,44,2,patch,E1 - Real 2017
5,sw1,PARCHEO,-,-,54,2,patch,E1 - Real 2017
5,sw1,Infeccion_Exitosa,fw1,0.22399999999999998,54,3,spread,E1 - Real 2017
6,S1PC1,Infeccion_Exitosa,sw1,0.35,11,4,spread,E1 - Real 2017
9,fw1,Infeccion_Exitosa,internet,0.20370000000000002,53,2,spread,E1 - Real 2017
10,sw1,PARCHEO,-,-,19,2,patch,E1 - Real 2017
6,S1PC1,Infeccion_Exitosa,sw1,0.35,9,4,spread,E1 - Real 2017
11,sw1,PARCHEO,-,-,29,2,patch,E1 - Real 2017
7,S2PC1,Infeccion_Exitosa,sw1,0.35,6,5,spread,E1 - Real 2017
11,sw1,Infeccion_Exitosa,fw1,0.2823333333333333,29,3,spread,E1 - Real 2017
8,S1PC2,Infeccion_Exitosa,S1PC1,0.35,5,6,spread,E1 - Real 2017
13,S1PC1,Infeccion_Exitosa,sw1,0.35,8,4,spread,E1 - Real 2017
10,S2PC2,Infeccion_Exitosa,S2PC1,0.35,8,7,spread,E1 - Real 2017
11,S2PC3,Infeccion_Exitosa,S2PC2,0.35,12,8,spread,E1 - Real 2017
12,S1PC3,Infeccion_Exitosa,S1PC2,0.35,13,9,spread,E1 - Real 2017
17,S2PC1,Infeccion_Exitosa,sw1,0.35,6,5,spread,E1 - Real 2017
12,S1PC2,Infeccion_Exitosa,S1PC1,0.35,7,5,spread,E1 - Real 2017
18,sw1,AISLADO,-,-,29,5,isolated,E1 - Real 2017
12,S2PC1,Infeccion_Exitosa,sw1,0.35,9,6,spread,E1 - Real 2017
16,sw1,AISLADO,-,-,54,9,isolated,E1 - Real 2017
26,S2PC2,Infeccion_Exitosa,S2PC1,0.35,5,6,spread,E1 - Real 2017
26,S2PC3,Infeccion_Exitosa,S2PC2,0.35,11,7,spread,E1 - Real 2017
29,S2PC4,Infeccion_Exitosa,S2PC3,0.35,5,8,spread,E1 - Real 2017
32,S1PC2,Infeccion_Exitosa,S1PC1,0.35,8,9,spread,E1 - Real 2017
32,S1PC3,Infeccion_Exitosa,S1PC2,0.35,5,10,spread,E1 - Real 2017
32,S1PC4,Infeccion_Exitosa,S1PC3,0.35,7,11,spread,E1 - Real 2017
32,S1PC5,Infeccion_Exitosa,S1PC4,0.35,5,12,spread,E1 - Real 2017
22,S2PC4,Infeccion_Exitosa,S2PC3,0.35,6,10,spread,E1 - Real 2017
27,S2PC2,Infeccion_Exitosa,S2PC1,0.35,11,7,spread,E1 - Real 2017
34,S1PC6,Infeccion_Exitosa,S1PC5,0.35,12,13,spread,E1 - Real 2017
24,S2PC5,Infeccion_Exitosa,S2PC4,0.35,15,11,spread,E1 - Real 2017
31,S2PC3,Infeccion_Exitosa,S2PC2,0.35,13,8,spread,E1 - Real 2017
37,S2PC5,Infeccion_Exitosa,S2PC4,0.35,10,14,spread,E1 - Real 2017
27,S1PC4,Infeccion_Exitosa,S1PC3,0.35,6,12,spread,E1 - Real 2017
27,S1PC5,Infeccion_Exitosa,S1PC4,0.35,6,13,spread,E1 - Real 2017
35,S1PC3,Infeccion_Exitosa,S1PC2,0.35,6,9,spread,E1 - Real 2017
35,sw1,AISLADO,-,-,25,9,isolated,E1 - Real 2017
29,S1PC6,Infeccion_Exitosa,S1PC5,0.35,14,14,spread,E1 - Real 2017
29,S2PC6,Infeccion_Exitosa,S2PC5,0.35,12,15,spread,E1 - Real 2017
29,S2PC7,Infeccion_Exitosa,S2PC6,0.35,15,16,spread,E1 - Real 2017
39,S2PC4,Infeccion_Exitosa,S2PC3,0.35,6,10,spread,E1 - Real 2017
47,S1PC7,Infeccion_Exitosa,S1PC6,0.35,7,15,spread,E1 - Real 2017
46,S2PC5,Infeccion_Exitosa,S2PC4,0.35,15,11,spread,E1 - Real 2017
46,S2PC6,Infeccion_Exitosa,S2PC5,0.35,12,12,spread,E1 - Real 2017
47,S2PC6,Infeccion_Exitosa,S2PC5,0.35,7,16,spread,E1 - Real 2017
48,S1PC8,Infeccion_Exitosa,S1PC7,0.35,10,17,spread,E1 - Real 2017
49,S1PC1,Aislamiento_Contencion,Global,0.0,8,17,isolated,E1 - Real 2017
49,S1PC2,Aislamiento_Contencion,Global,0.0,8,17,isolated,E1 - Real 2017
49,S1PC3,Aislamiento_Contencion,Global,0.0,5,17,isolated,E1 - Real 2017
49,S1PC4,Aislamiento_Contencion,Global,0.0,7,17,isolated,E1 - Real 2017
49,S1PC5,Aislamiento_Contencion,Global,0.0,5,17,isolated,E1 - Real 2017
49,S1PC6,Aislamiento_Contencion,Global,0.0,12,17,isolated,E1 - Real 2017
49,S1PC7,Aislamiento_Contencion,Global,0.0,7,17,isolated,E1 - Real 2017
49,S1PC8,Aislamiento_Contencion,Global,0.0,10,17,isolated,E1 - Real 2017
49,sw1,Aislamiento_Contencion,Global,0.0,29,17,isolated,E1 - Real 2017
49,fw1,Aislamiento_Contencion,Global,0.0,53,17,isolated,E1 - Real 2017
49,S2PC1,Aislamiento_Contencion,Global,0.0,6,17,isolated,E1 - Real 2017
49,S2PC2,Aislamiento_Contencion,Global,0.0,5,17,isolated,E1 - Real 2017
49,S2PC3,Aislamiento_Contencion,Global,0.0,11,17,isolated,E1 - Real 2017
49,S2PC4,Aislamiento_Contencion,Global,0.0,5,17,isolated,E1 - Real 2017
49,S2PC5,Aislamiento_Contencion,Global,0.0,10,17,isolated,E1 - Real 2017
